243.5,244.0,248.0,311.0,245.5,240.0,199.0,155.5,153.5,212.5,217.0,173.5,257.0,225.0,248.0,541.0,319.0,290.0,1005.0,1672.5
149.5,211.0,196.0,498.5,601.0,601.0,631.5,923.5,630.0,601.0,651.0,601.0,663.5,601.0,601.0,601.0,691.0,732.0,850.5,601.0
198.0,201.5,192.5,273.0,243.0,221.5,202.0,229.0,272.5,246.0,311.0,220.5,243.0,254.0,268.0,340.5,304.0,328.5,538.5,679.0
187.0,181.5,194.5,149.0,193.0,193.0,194.0,245.0,222.0,245.0,245.0,195.0,280.0,248.5,295.0,321.5,195.0,266.5,342.0,601.0
189.5,204.5,223.0,187.5,149.5,188.0,150.5,188.5,150.5,150.5,150.5,150.0,175.0,206.0,244.5,263.0,236.0,292.0,291.0,334.0
187.0,173.5,227.0,185.5,191.0,173.5,195.0,195.0,210.0,210.0,217.5,195.0,195.5,199.0,195.0,217.5,195.0,195.0,235.0,172.5
889.0,779.0,601.0,601.0,831.0,818.0,927.0,601.0,857.0,601.0,806.5,1218.0,1732.5,969.5,633.5,877.5,785.5,1214.0,913.5,748.5
362.5,560.5,812.5,784.5,351.0,737.5,822.0,561.5,597.5,1137.5,876.5,1277.0,1501.5,1156.0,1394.5,1213.5,1309.5,1298.0,1636.5,744.0
